param1,param2,param3,lik
0.006,0.55,0.15000000000000002,-144.19641485598777
0.006,0.55,0.2,-137.87694661589035
0.006,0.55,0.25,-137.88587694019463
0.006,0.55,0.30000000000000004,-136.44310661513038
0.006,0.55,0.35,-136.81322131939754
0.006,0.55,0.4,-136.4216742611411
0.006,0.55,0.45000000000000007,-136.0295582984715
0.006,0.55,0.5,-136.54532423118957
0.006,0.55,0.55,-135.6717735340551
0.006,0.55,0.6,-135.85125420111194
0.006,0.6,0.1,-142.45850328418857
0.006,0.6,0.15000000000000002,-141.41888487474142
0.006,0.6,0.2,-137.71834345751773
0.006,0.6,0.25,-136.67106331209862
0.006,0.6,0.30000000000000004,-135.47388302882388
0.006,0.6,0.35,-136.2205278915365
0.006,0.6,0.4,-135.3024189974065
0.006,0.6,0.45000000000000007,-134.56949926376524
0.006,0.6,0.5,-135.78313678219814
0.006,0.6,0.55,-135.0414728003533
0.006,0.6,0.6,-135.4133460020899
0.006,0.65,0.1,-142.13407432739916
0.006,0.65,0.15000000000000002,-142.0403817883731
0.006,0.65,0.2,-136.87365263126043
0.006,0.65,0.25,-136.15118016215996
0.006,0.65,0.30000000000000004,-135.04673647944475
0.006,0.65,0.35,-135.3866298678778
0.006,0.65,0.4,-135.22679945709444
0.006,0.65,0.45000000000000007,-134.503972251589
0.006,0.65,0.5,-135.18341478110403
0.006,0.65,0.55,-134.887642038232
0.006,0.65,0.6,-136.28125340802984
0.006,0.7,0.1,-139.56700213283455
0.006,0.7,0.15000000000000002,-155.63484881102266
0.006,0.7,0.2,-137.39670766678756
0.006,0.7,0.25,-134.75748083661279
0.006,0.7,0.30000000000000004,-135.01493012101008
0.006,0.7,0.35,-135.80792596153958
0.006,0.7,0.4,-135.12672191633624
0.006,0.7,0.45000000000000007,-135.26335255885658
0.006,0.7,0.5,-135.24687527234153
0.006,0.7,0.55,-134.26948690253386
0.006,0.7,0.6,-136.1356128536362
0.006,0.75,0.1,-144.40388197936136
0.006,0.75,0.15000000000000002,-137.42082027396884
0.006,0.75,0.2,-140.08740548451368
0.006,0.75,0.25,-135.30779560012832
0.006,0.75,0.30000000000000004,-135.71983266825987
0.006,0.75,0.35,-133.92658502145565
0.006,0.75,0.4,-134.50272478829856
0.006,0.75,0.45000000000000007,-133.92949945885232
0.006,0.75,0.5,-135.63169342388335
0.006,0.75,0.55,-134.38007632831898
0.006,0.75,0.6,-134.63844904907626
0.006,0.8,0.1,-148.98970263759787
0.006,0.8,0.15000000000000002,-139.5267510477683
0.006,0.8,0.2,-137.3977773491976
0.006,0.8,0.25,-135.49763151780087
0.006,0.8,0.30000000000000004,-135.22217006997198
0.006,0.8,0.35,-134.70975631066233
0.006,0.8,0.4,-133.94227238994756
0.006,0.8,0.45000000000000007,-134.55458681589647
0.006,0.8,0.5,-135.76863599094492
0.006,0.8,0.55,-134.68508611317424
0.006,0.8,0.6,-134.80917976002183
0.006,0.8500000000000001,0.1,-144.83715538175454
0.006,0.8500000000000001,0.15000000000000002,-136.00038318873698
0.006,0.8500000000000001,0.2,-138.006255254182
0.006,0.8500000000000001,0.25,-135.65702121451716
0.006,0.8500000000000001,0.30000000000000004,-133.14541466491846
0.006,0.8500000000000001,0.35,-134.39232448618367
0.006,0.8500000000000001,0.4,-135.659960978953
0.006,0.8500000000000001,0.45000000000000007,-134.83563437270845
0.006,0.8500000000000001,0.5,-134.32436811605362
0.006,0.8500000000000001,0.55,-134.98213637393224
0.006,0.8500000000000001,0.6,-135.8118625240665
0.006,0.9,0.1,-163.9992713622575
0.006,0.9,0.15000000000000002,-137.51601538230472
0.006,0.9,0.2,-136.2146165095134
0.006,0.9,0.25,-134.99502268457024
0.006,0.9,0.30000000000000004,-133.18153013417395
0.006,0.9,0.35,-133.11548759463312
0.006,0.9,0.4,-134.83339109848146
0.006,0.9,0.45000000000000007,-134.46203885477343
0.006,0.9,0.5,-134.5328253531651
0.006,0.9,0.55,-134.1983615368984
0.006,0.9,0.6,-134.3539352885332
0.006,0.95,0.1,-156.0939473302867
0.006,0.95,0.15000000000000002,-136.09195232355853
0.006,0.95,0.2,-133.82772454011138
0.006,0.95,0.25,-134.18616370729512
0.006,0.95,0.30000000000000004,-134.92512497690956
0.006,0.95,0.35,-133.96296983164206
0.006,0.95,0.4,-134.2194231531618
0.006,0.95,0.45000000000000007,-134.11041700199627
0.006,0.95,0.5,-135.1331043567053
0.006,0.95,0.55,-134.37611658731703
0.006,0.95,0.6,-134.7385701627399
0.006,1,0.1,-136.89339058608363
0.006,1,0.15000000000000002,-142.14861224702264
0.006,1,0.2,-134.28572190323973
0.006,1,0.25,-134.54072614436421
0.006,1,0.30000000000000004,-133.84170204381508
0.006,1,0.35,-133.59636778308493
0.006,1,0.4,-134.30085393226898
0.006,1,0.45000000000000007,-133.46412717692004
0.006,1,0.5,-134.4520134673743
0.006,1,0.55,-133.9975548696621
0.006,1,0.6,-134.02429171976053
0.007,0.5,0.1,-150.63513405626242
0.007,0.5,0.15000000000000002,-144.44704879333943
0.007,0.5,0.2,-138.63969172742748
0.007,0.5,0.25,-137.91519670572836
0.007,0.5,0.30000000000000004,-137.52439160794125
0.007,0.5,0.35,-135.6628908141122
0.007,0.5,0.4,-137.1339803645405
0.007,0.5,0.45000000000000007,-136.09964479867398
0.007,0.5,0.5,-137.14242535908375
0.007,0.5,0.55,-136.0073342361959
0.007,0.5,0.6,-136.3261315419249
0.007,0.55,0.1,-145.92940916121955
0.007,0.55,0.15000000000000002,-146.89737439636667
0.007,0.55,0.2,-136.8994749640962
0.007,0.55,0.25,-138.03767584490504
0.007,0.55,0.30000000000000004,-136.4042114052789
0.007,0.55,0.35,-137.1655729031794
0.007,0.55,0.4,-135.13638292400753
0.007,0.55,0.45000000000000007,-135.0240395787397
0.007,0.55,0.5,-135.68278558428443
0.007,0.55,0.55,-137.02380266879703
0.007,0.55,0.6,-136.0965983548968
0.007,0.6,0.1,-145.53826099661427
0.007,0.6,0.15000000000000002,-142.1505699042719
0.007,0.6,0.2,-138.02720253633515
0.007,0.6,0.25,-138.2319372969419
0.007,0.6,0.30000000000000004,-136.73026819394647
0.007,0.6,0.35,-135.28393954911837
0.007,0.6,0.4,-135.8833291084644
0.007,0.6,0.45000000000000007,-135.75254160565447
0.007,0.6,0.5,-134.94094613679187
0.007,0.6,0.55,-136.6377704162664
0.007,0.6,0.6,-135.0944373622903
0.007,0.65,0.1,-145.43706374875717
0.007,0.65,0.15000000000000002,-139.02966947271926
0.007,0.65,0.2,-137.29900384564422
0.007,0.65,0.25,-136.4341016566766
0.007,0.65,0.30000000000000004,-134.74434211403582
0.007,0.65,0.35,-135.22956148099678
0.007,0.65,0.4,-136.24431453655984
0.007,0.65,0.45000000000000007,-135.74399037343585
0.007,0.65,0.5,-136.04897128350774
0.007,0.65,0.55,-135.25565401567042
0.007,0.65,0.6,-134.36758389501483
0.007,0.7,0.1,-146.3696560532025
0.007,0.7,0.15000000000000002,-139.62288739437435
0.007,0.7,0.2,-136.73809169278258
0.007,0.7,0.25,-135.94957082091707
0.007,0.7,0.30000000000000004,-135.72829395951715
0.007,0.7,0.35,-135.50169672849387
0.007,0.7,0.4,-134.74831798757276
0.007,0.7,0.45000000000000007,-135.66716603193464
0.007,0.7,0.5,-134.88669153731968
0.007,0.7,0.55,-134.57661733607023
0.007,0.7,0.6,-135.3091848521746
0.007,0.75,0.1,-148.0401814145123
0.007,0.75,0.15000000000000002,-136.84774578108915
0.007,0.75,0.2,-137.28466300288136
0.007,0.75,0.25,-136.39420715895255
0.007,0.75,0.30000000000000004,-135.03298903714267
0.007,0.75,0.35,-135.37936575329388
0.007,0.75,0.4,-134.35919772725669
0.007,0.75,0.45000000000000007,-134.27065644886238
0.007,0.75,0.5,-135.6624290744216
0.007,0.75,0.55,-134.07315974916037
0.007,0.75,0.6,-135.46800594909928
0.007,0.8,0.1,-143.81299030866307
0.007,0.8,0.15000000000000002,-139.5040123955132
0.007,0.8,0.2,-137.08724748713314
0.007,0.8,0.25,-134.70295877997972
0.007,0.8,0.30000000000000004,-134.72663236538182
0.007,0.8,0.35,-133.68567492660935
0.007,0.8,0.4,-135.1931034642434
0.007,0.8,0.45000000000000007,-135.4665212876077
0.007,0.8,0.5,-133.8688085881256
0.007,0.8,0.55,-134.96382541608767
0.007,0.8,0.6,-135.23292316175548
0.007,0.8500000000000001,0.1,-144.55718184620014
0.007,0.8500000000000001,0.15000000000000002,-137.86370993419314
0.007,0.8500000000000001,0.2,-136.23290550345746
0.007,0.8500000000000001,0.25,-134.66044647830284
0.007,0.8500000000000001,0.30000000000000004,-133.6924728869061
0.007,0.8500000000000001,0.35,-135.42875502977228
0.007,0.8500000000000001,0.4,-133.69592666244336
0.007,0.8500000000000001,0.45000000000000007,-134.59014492099016
0.007,0.8500000000000001,0.5,-134.16335123201122
0.007,0.8500000000000001,0.55,-135.82389153596932
0.007,0.8500000000000001,0.6,-134.39091448713322
0.007,0.9,0.1,-140.00201311046732
0.007,0.9,0.15000000000000002,-139.10626000704178
0.007,0.9,0.2,-135.2624082319084
0.007,0.9,0.25,-134.82687064146495
0.007,0.9,0.30000000000000004,-135.01278863903798
0.007,0.9,0.35,-135.12541049524475
0.007,0.9,0.4,-133.99468124794817
0.007,0.9,0.45000000000000007,-134.22501575799805
0.007,0.9,0.5,-134.31725683506386
0.007,0.9,0.55,-134.84171916711438
0.007,0.9,0.6,-134.99293275793758
0.007,0.95,0.1,-148.95972921805856
0.007,0.95,0.15000000000000002,-137.4095513155417
0.007,0.95,0.2,-136.06932727927244
0.007,0.95,0.25,-135.8286191078924
0.007,0.95,0.30000000000000004,-134.56747121627774
0.007,0.95,0.35,-133.34104001301063
0.007,0.95,0.4,-134.53006216567536
0.007,0.95,0.45000000000000007,-134.17945557159146
0.007,0.95,0.5,-133.05107702769556
0.007,0.95,0.55,-134.53417534143142
0.007,0.95,0.6,-134.83271928340383
0.007,1,0.1,-141.04013258755845
0.007,1,0.15000000000000002,-133.5502149914078
0.007,1,0.2,-134.45512869041255
0.007,1,0.25,-133.92060638854792
0.007,1,0.30000000000000004,-133.87293232525445
0.007,1,0.35,-133.7599875978865
0.007,1,0.4,-133.1918821335317
0.007,1,0.45000000000000007,-134.28229309503257
0.007,1,0.5,-133.6546898115036
0.007,1,0.55,-134.23151941545387
0.007,1,0.6,-134.75111551917013
0.008,0.5,0.1,-183.13069633495638
0.008,0.5,0.15000000000000002,-146.86158368475503
0.008,0.5,0.2,-141.07278672693042
0.008,0.5,0.25,-139.11852654660106
0.008,0.5,0.30000000000000004,-137.60621071415778
0.008,0.5,0.35,-136.55048139438298
0.008,0.5,0.4,-136.98779513007065
0.008,0.5,0.45000000000000007,-135.79643239861622
0.008,0.5,0.5,-137.35222184614122
0.008,0.5,0.55,-136.69878095526906
0.008,0.5,0.6,-136.81837668042317
0.008,0.55,0.1,-147.44134151382326
0.008,0.55,0.15000000000000002,-141.67499250189866
0.008,0.55,0.2,-138.92749938779656
0.008,0.55,0.25,-138.78898222246352
0.008,0.55,0.30000000000000004,-137.28582405128623
0.008,0.55,0.35,-137.35919159806275
0.008,0.55,0.4,-135.9443623259519
0.008,0.55,0.45000000000000007,-137.48978490694265
0.008,0.55,0.5,-136.32437606125183
0.008,0.55,0.55,-137.72601729515856
0.008,0.55,0.6,-137.7050707540144
0.008,0.6,0.1,-153.23667090807538
0.008,0.6,0.15000000000000002,-141.9779727940891
0.008,0.6,0.2,-138.74841503565517
0.008,0.6,0.25,-139.34799177073467
0.008,0.6,0.30000000000000004,-137.16656419727184
0.008,0.6,0.35,-136.55670155473712
0.008,0.6,0.4,-136.88545878644527
0.008,0.6,0.45000000000000007,-136.0422020804558
0.008,0.6,0.5,-137.35288524548082
0.008,0.6,0.55,-135.9253590205265
0.008,0.6,0.6,-136.53126768544854
0.008,0.65,0.1,-147.65106465345514
0.008,0.65,0.15000000000000002,-139.4875026785789
0.008,0.65,0.2,-138.54573318320388
0.008,0.65,0.25,-137.53927030680478
0.008,0.65,0.30000000000000004,-136.50718014795046
0.008,0.65,0.35,-136.79940216558174
0.008,0.65,0.4,-135.731673768794
0.008,0.65,0.45000000000000007,-136.3329570676575
0.008,0.65,0.5,-134.92146901088915
0.008,0.65,0.55,-135.53174829190988
0.008,0.65,0.6,-135.64903675246154
0.008,0.7,0.1,-146.8190300412914
0.008,0.7,0.15000000000000002,-139.43410504988304
0.008,0.7,0.2,-137.23704275663755
0.008,0.7,0.25,-137.36681114849335
0.008,0.7,0.30000000000000004,-136.4138698578475
0.008,0.7,0.35,-136.18619680313043
0.008,0.7,0.4,-135.68790939576405
0.008,0.7,0.45000000000000007,-136.14918472170189
0.008,0.7,0.5,-135.67237635947617
0.008,0.7,0.55,-134.68919602371233
0.008,0.7,0.6,-134.79814507616766
0.008,0.75,0.1,-142.50123972862337
0.008,0.75,0.15000000000000002,-140.7321866110646
0.008,0.75,0.2,-137.96570240305624
0.008,0.75,0.25,-135.8992966120519
0.008,0.75,0.30000000000000004,-136.3045876720564
0.008,0.75,0.35,-136.11629773199581
0.008,0.75,0.4,-135.1764959008101
0.008,0.75,0.45000000000000007,-135.04463958126553
0.008,0.75,0.5,-135.24968407806602
0.008,0.75,0.55,-136.2279512036971
0.008,0.75,0.6,-135.31130945797378
0.008,0.8,0.1,-146.7941035764331
0.008,0.8,0.15000000000000002,-136.62598250467363
0.008,0.8,0.2,-137.32181967420388
0.008,0.8,0.25,-134.82181612713725
0.008,0.8,0.30000000000000004,-135.42006320063064
0.008,0.8,0.35,-134.1765603664216
0.008,0.8,0.4,-133.92577994986982
0.008,0.8,0.45000000000000007,-134.50899894981472
0.008,0.8,0.5,-134.9391637810694
0.008,0.8,0.55,-134.961333391028
0.008,0.8,0.6,-135.11554496292246
0.008,0.8500000000000001,0.1,-140.29142369507713
0.008,0.8500000000000001,0.15000000000000002,-148.77350781098306
0.008,0.8500000000000001,0.2,-135.07778976703196
0.008,0.8500000000000001,0.25,-135.16483717274593
0.008,0.8500000000000001,0.30000000000000004,-135.00373810871747
0.008,0.8500000000000001,0.35,-134.89154303981212
0.008,0.8500000000000001,0.4,-134.9897795182195
0.008,0.8500000000000001,0.45000000000000007,-134.60013094950125
0.008,0.8500000000000001,0.5,-135.00522956634734
0.008,0.8500000000000001,0.55,-135.9872157658496
0.008,0.8500000000000001,0.6,-135.21456004371993
0.008,0.9,0.1,-156.5411163245978
0.008,0.9,0.15000000000000002,-137.42559444476103
0.008,0.9,0.2,-136.5182713477763
0.008,0.9,0.25,-135.41494563087417
0.008,0.9,0.30000000000000004,-133.9541948870339
0.008,0.9,0.35,-134.63440873886077
0.008,0.9,0.4,-134.84679428323318
0.008,0.9,0.45000000000000007,-134.34802080941353
0.008,0.9,0.5,-134.42085678296945
0.008,0.9,0.55,-134.86783525078312
0.008,0.9,0.6,-136.84184273517013
0.008,0.95,0.1,-145.90423955702454
0.008,0.95,0.15000000000000002,-136.82584192682248
0.008,0.95,0.2,-134.66977846296015
0.008,0.95,0.25,-135.26350731540413
0.008,0.95,0.30000000000000004,-135.42157735996324
0.008,0.95,0.35,-133.7675200753891
0.008,0.95,0.4,-135.31132879337025
0.008,0.95,0.45000000000000007,-135.42797216678224
0.008,0.95,0.5,-134.8013942123623
0.008,0.95,0.55,-135.43064236887187
0.008,0.95,0.6,-134.92754370402145
0.008,1,0.1,-140.11555058548373
0.008,1,0.15000000000000002,-136.85863425243008
0.008,1,0.2,-134.16168963959342
0.008,1,0.25,-135.1924515984913
0.008,1,0.30000000000000004,-133.87175332573224
0.008,1,0.35,-134.01690372913419
0.008,1,0.4,-133.89345409893997
0.008,1,0.45000000000000007,-135.7422292341904
0.008,1,0.5,-134.07173452332933
0.008,1,0.55,-135.1504933129939
0.008,1,0.6,-134.4976463920113
0.009000000000000001,0.5,0.1,-153.15273946296844
0.009000000000000001,0.5,0.15000000000000002,-144.64204522594258
0.009000000000000001,0.5,0.2,-141.81817103506745
0.009000000000000001,0.5,0.25,-141.05346478999445
0.009000000000000001,0.5,0.30000000000000004,-137.5658856830171
0.009000000000000001,0.5,0.35,-137.3372100140573
0.009000000000000001,0.5,0.4,-138.13013592252838
0.009000000000000001,0.5,0.45000000000000007,-137.44731783988976
0.009000000000000001,0.5,0.5,-138.3435045980532
0.009000000000000001,0.5,0.55,-136.13137797493323
0.009000000000000001,0.5,0.6,-138.0935172019864
0.009000000000000001,0.55,0.1,-145.27714650826903
0.009000000000000001,0.55,0.15000000000000002,-141.43908484184658
0.009000000000000001,0.55,0.2,-141.14785915724008
0.009000000000000001,0.55,0.25,-138.8748283753547
0.009000000000000001,0.55,0.30000000000000004,-136.5817958080355
0.009000000000000001,0.55,0.35,-136.30337672131225
0.009000000000000001,0.55,0.4,-137.76383610107763
0.009000000000000001,0.55,0.45000000000000007,-137.05329883643395
0.009000000000000001,0.55,0.5,-137.4905072808379
0.009000000000000001,0.55,0.55,-136.31507899701592
0.009000000000000001,0.55,0.6,-137.26646913420518
0.009000000000000001,0.6,0.1,-147.36622670700274
0.009000000000000001,0.6,0.15000000000000002,-141.28210115624233
0.009000000000000001,0.6,0.2,-139.72585513226795
0.009000000000000001,0.6,0.25,-137.92796135731106
0.009000000000000001,0.6,0.30000000000000004,-138.15179282268224
0.009000000000000001,0.6,0.35,-137.57843849529274
0.009000000000000001,0.6,0.4,-137.21914850166797
0.009000000000000001,0.6,0.45000000000000007,-138.12663107960446
0.009000000000000001,0.6,0.5,-136.4021123809515
0.009000000000000001,0.6,0.55,-135.63629893163403
0.009000000000000001,0.6,0.6,-137.71679534596154
0.009000000000000001,0.65,0.1,-144.92682272533932
0.009000000000000001,0.65,0.15000000000000002,-141.7306177795723
0.009000000000000001,0.65,0.2,-139.049871411347
0.009000000000000001,0.65,0.25,-138.55400566808413
0.009000000000000001,0.65,0.30000000000000004,-137.18848893053848
0.009000000000000001,0.65,0.35,-137.19311446622572
0.009000000000000001,0.65,0.4,-135.29860645865074
0.009000000000000001,0.65,0.45000000000000007,-137.0755625434797
0.009000000000000001,0.65,0.5,-136.4578211700976
0.009000000000000001,0.65,0.55,-136.27537604188126
0.009000000000000001,0.65,0.6,-136.12001154901856
0.009000000000000001,0.7,0.1,-143.73177746358851
0.009000000000000001,0.7,0.15000000000000002,-139.87664481300374
0.009000000000000001,0.7,0.2,-138.09923374961238
0.009000000000000001,0.7,0.25,-137.35565449738016
0.009000000000000001,0.7,0.30000000000000004,-136.44141265462048
0.009000000000000001,0.7,0.35,-136.28760099490438
0.009000000000000001,0.7,0.4,-136.68934034690437
0.009000000000000001,0.7,0.45000000000000007,-136.32752865155868
0.009000000000000001,0.7,0.5,-136.32676869041785
0.009000000000000001,0.7,0.55,-137.01672708417743
0.009000000000000001,0.7,0.6,-136.81191643294989
0.009000000000000001,0.75,0.1,-143.96915450974427
0.009000000000000001,0.75,0.15000000000000002,-138.90141816113106
0.009000000000000001,0.75,0.2,-138.2357663829219
0.009000000000000001,0.75,0.25,-137.07691710072152
0.009000000000000001,0.75,0.30000000000000004,-135.58748681976743
0.009000000000000001,0.75,0.35,-135.62860348203247
0.009000000000000001,0.75,0.4,-136.03247681851116
0.009000000000000001,0.75,0.45000000000000007,-135.73755980965456
0.009000000000000001,0.75,0.5,-137.09019221932755
0.009000000000000001,0.75,0.55,-135.72958967505565
0.009000000000000001,0.75,0.6,-137.34466042032847
0.009000000000000001,0.8,0.1,-143.59816984011786
0.009000000000000001,0.8,0.15000000000000002,-137.68568284986793
0.009000000000000001,0.8,0.2,-138.07812217392257
0.009000000000000001,0.8,0.25,-136.19388040639728
0.009000000000000001,0.8,0.30000000000000004,-135.54237239191565
0.009000000000000001,0.8,0.35,-135.94294879335916
0.009000000000000001,0.8,0.4,-136.08187986198305
0.009000000000000001,0.8,0.45000000000000007,-136.24440765134818
0.009000000000000001,0.8,0.5,-137.1858173215055
0.009000000000000001,0.8,0.55,-134.84067156482632
0.009000000000000001,0.8,0.6,-135.34472855352078
0.009000000000000001,0.8500000000000001,0.1,-144.47703139524236
0.009000000000000001,0.8500000000000001,0.15000000000000002,-140.1476959393184
0.009000000000000001,0.8500000000000001,0.2,-135.51767731649136
0.009000000000000001,0.8500000000000001,0.25,-136.50588843168737
0.009000000000000001,0.8500000000000001,0.30000000000000004,-136.07696135041857
0.009000000000000001,0.8500000000000001,0.35,-135.58786233555844
0.009000000000000001,0.8500000000000001,0.4,-135.054862326671
0.009000000000000001,0.8500000000000001,0.45000000000000007,-134.99944468232934
0.009000000000000001,0.8500000000000001,0.5,-135.69913434323382
0.009000000000000001,0.8500000000000001,0.55,-136.06515941161734
0.009000000000000001,0.8500000000000001,0.6,-137.57539018335024
0.009000000000000001,0.9,0.1,-141.95626105027776
0.009000000000000001,0.9,0.15000000000000002,-136.81357740517802
0.009000000000000001,0.9,0.2,-135.7988569865513
0.009000000000000001,0.9,0.25,-135.0003463362408
0.009000000000000001,0.9,0.30000000000000004,-134.60504665337191
0.009000000000000001,0.9,0.35,-135.54784054531
0.009000000000000001,0.9,0.4,-136.315268233994
0.009000000000000001,0.9,0.45000000000000007,-134.0225311667258
0.009000000000000001,0.9,0.5,-135.2496452758228
0.009000000000000001,0.9,0.55,-134.72711676792653
0.009000000000000001,0.9,0.6,-135.3482660248743
0.009000000000000001,0.95,0.1,-146.48191422244952
0.009000000000000001,0.95,0.15000000000000002,-136.29587661857556
0.009000000000000001,0.95,0.2,-137.75243088984257
0.009000000000000001,0.95,0.25,-134.94335407084696
0.009000000000000001,0.95,0.30000000000000004,-135.06666253808226
0.009000000000000001,0.95,0.35,-134.97414273816003
0.009000000000000001,0.95,0.4,-135.37388383982113
0.009000000000000001,0.95,0.45000000000000007,-135.1853562493066
0.009000000000000001,0.95,0.5,-135.14931055921141
0.009000000000000001,0.95,0.55,-135.20435077179593
0.009000000000000001,0.95,0.6,-136.25790338637415
0.009000000000000001,1,0.1,-140.77829027028832
0.009000000000000001,1,0.15000000000000002,-140.86322931477855
0.009000000000000001,1,0.2,-135.22755301317608
0.009000000000000001,1,0.25,-136.07023338771438
0.009000000000000001,1,0.30000000000000004,-134.52201504384146
0.009000000000000001,1,0.35,-134.60913814180742
0.009000000000000001,1,0.4,-135.58032608244469
0.009000000000000001,1,0.45000000000000007,-134.67531898168886
0.009000000000000001,1,0.5,-135.15875318920507
0.009000000000000001,1,0.55,-134.8584421957799
0.009000000000000001,1,0.6,-135.87959204126656
0.010000000000000002,0.5,0.1,-160.57155082500532
0.010000000000000002,0.5,0.15000000000000002,-143.67611400027477
0.010000000000000002,0.5,0.2,-141.91430207114956
0.010000000000000002,0.5,0.25,-139.61260142768555
0.010000000000000002,0.5,0.30000000000000004,-138.54651628241027
0.010000000000000002,0.5,0.35,-138.62496029932043
0.010000000000000002,0.5,0.4,-137.9713749474526
0.010000000000000002,0.5,0.45000000000000007,-138.25956586549893
0.010000000000000002,0.5,0.5,-140.20206188577612
0.010000000000000002,0.5,0.55,-138.09860316315263
0.010000000000000002,0.5,0.6,-138.89780469885153
0.010000000000000002,0.55,0.1,-148.96492839379857
0.010000000000000002,0.55,0.15000000000000002,-151.51293948467907
0.010000000000000002,0.55,0.2,-140.15512094145134
0.010000000000000002,0.55,0.25,-139.96486992923877
0.010000000000000002,0.55,0.30000000000000004,-138.90464380629538
0.010000000000000002,0.55,0.35,-138.39936781047305
0.010000000000000002,0.55,0.4,-138.84481753462916
0.010000000000000002,0.55,0.45000000000000007,-138.81982202122248
0.010000000000000002,0.55,0.5,-137.49812884574646
0.010000000000000002,0.55,0.55,-138.26456393965236
0.010000000000000002,0.55,0.6,-137.96210058462043
0.010000000000000002,0.6,0.1,-146.54552724339578
0.010000000000000002,0.6,0.15000000000000002,-143.38719805927673
0.010000000000000002,0.6,0.2,-139.16377613912857
0.010000000000000002,0.6,0.25,-138.89445802610345
0.010000000000000002,0.6,0.30000000000000004,-140.18488215371565
0.010000000000000002,0.6,0.35,-138.3770978545159
0.010000000000000002,0.6,0.4,-137.35403190218904
0.010000000000000002,0.6,0.45000000000000007,-138.01518086498822
0.010000000000000002,0.6,0.5,-137.79948554116112
0.010000000000000002,0.6,0.55,-137.1062206286212
0.010000000000000002,0.6,0.6,-137.60350743938443
0.010000000000000002,0.65,0.1,-145.43439789715666
0.010000000000000002,0.65,0.15000000000000002,-141.87414705727178
0.010000000000000002,0.65,0.2,-140.23202945583932
0.010000000000000002,0.65,0.25,-138.18214978258857
0.010000000000000002,0.65,0.30000000000000004,-139.3224614813983
0.010000000000000002,0.65,0.35,-137.19775404663062
0.010000000000000002,0.65,0.4,-136.83724263086083
0.010000000000000002,0.65,0.45000000000000007,-138.69026118572242
0.010000000000000002,0.65,0.5,-137.22578730016227
0.010000000000000002,0.65,0.55,-138.4015080285048
0.010000000000000002,0.65,0.6,-137.56097236836695
0.010000000000000002,0.7,0.1,-145.62777067315977
0.010000000000000002,0.7,0.15000000000000002,-139.30463595517188
0.010000000000000002,0.7,0.2,-138.22571972114605
0.010000000000000002,0.7,0.25,-139.5271011993745
0.010000000000000002,0.7,0.30000000000000004,-137.7208842351584
0.010000000000000002,0.7,0.35,-137.02185002888967
0.010000000000000002,0.7,0.4,-136.7186103931138
0.010000000000000002,0.7,0.45000000000000007,-136.4768527428439
0.010000000000000002,0.7,0.5,-136.83457635629208
0.010000000000000002,0.7,0.55,-137.215404282068
0.010000000000000002,0.7,0.6,-136.70285368628527
0.010000000000000002,0.75,0.1,-148.39923018656486
0.010000000000000002,0.75,0.15000000000000002,-140.0527113741893
0.010000000000000002,0.75,0.2,-140.55068558703226
0.010000000000000002,0.75,0.25,-136.58034311876747
0.010000000000000002,0.75,0.30000000000000004,-136.8457781523548
0.010000000000000002,0.75,0.35,-136.26679053111246
0.010000000000000002,0.75,0.4,-136.45971888818178
0.010000000000000002,0.75,0.45000000000000007,-136.57334529199227
0.010000000000000002,0.75,0.5,-136.9663116398956
0.010000000000000002,0.75,0.55,-137.53502976046406
0.010000000000000002,0.75,0.6,-136.24383726353648
0.010000000000000002,0.8,0.1,-146.55718761513168
0.010000000000000002,0.8,0.15000000000000002,-141.2663674751285
0.010000000000000002,0.8,0.2,-137.76637235311335
0.010000000000000002,0.8,0.25,-137.32140912692546
0.010000000000000002,0.8,0.30000000000000004,-137.45248247083498
0.010000000000000002,0.8,0.35,-136.82439920172624
0.010000000000000002,0.8,0.4,-136.20051815608372
0.010000000000000002,0.8,0.45000000000000007,-137.75338792555095
0.010000000000000002,0.8,0.5,-137.51931467667453
0.010000000000000002,0.8,0.55,-136.74073228788893
0.010000000000000002,0.8,0.6,-137.3589066579069
0.010000000000000002,0.8500000000000001,0.1,-151.47458772510834
0.010000000000000002,0.8500000000000001,0.15000000000000002,-139.98075248985788
0.010000000000000002,0.8500000000000001,0.2,-136.31930968071498
0.010000000000000002,0.8500000000000001,0.25,-136.64377023629902
0.010000000000000002,0.8500000000000001,0.30000000000000004,-136.74629161805467
0.010000000000000002,0.8500000000000001,0.35,-136.14012125462966
0.010000000000000002,0.8500000000000001,0.4,-136.12218530492595
0.010000000000000002,0.8500000000000001,0.45000000000000007,-136.3479275488553
0.010000000000000002,0.8500000000000001,0.5,-135.8581645835431
0.010000000000000002,0.8500000000000001,0.55,-137.1994221737167
0.010000000000000002,0.8500000000000001,0.6,-137.1482670175202
0.010000000000000002,0.9,0.1,-142.58919568332516
0.010000000000000002,0.9,0.15000000000000002,-137.89249802835417
0.010000000000000002,0.9,0.2,-136.67112946115026
0.010000000000000002,0.9,0.25,-135.72926654549343
0.010000000000000002,0.9,0.30000000000000004,-135.6371709668748
0.010000000000000002,0.9,0.35,-136.36310645306116
0.010000000000000002,0.9,0.4,-134.76977755788113
0.010000000000000002,0.9,0.45000000000000007,-137.1388547400847
