V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.6347608967823755,1.0088819526761152,1.2964953670246597,1.943747083790959,2.3175132417665822,1.126845630078834,0.5277369013307052,2.7197966735977683,0.7965349667022833,0.9974209017448645,1.7249989181744994,0.4983166241372715,0.646021853219843,2.5152992854679814,0.8485579088257924,1.1210171458497005,1.8657944378668203,0.9487352735657681,2.116846767503497,2.0947182497905628,0.8028316541273853,2.8503024626217637,3.6839782378502095,1.5833140216316208,1.428360433476249,3.1010383930607825,2.88234215998254,1.1487309436899344,1.9607959919674882,2.5100922911282533,1.6904906712613545,1.010275265930393,1.7320565352801158,2.3777099682483214,0.5237581663622449,1.911357549687943,0.8295730892099688,0.8662988078319919,0.6844185852792242,1.0236881638081796,2.148858209652159,0.7757890024659765,0.7852934776121588,1.188308392819971,1.726411504849798,2.60916954567168,3.6243555739276725,0.6718104799074589,0.8156445197005711,2.6276404624664864,2.407110056282728,1.3162450999307995,1.0616316116274467,1.525811778029772,2.044753922901056,0.7135991567630902,0.9053829386195096,0.6699936511515971,1.048911938886986,2.674337981755487,2.91922479368414,1.797373840390315,1.6045044112545366,1.3856305645459477,4.985897044617184,2.94735608233241,1.05954440665884,0.6309537823964378,0.5831699091523954,1.1959752756669857,1.0207992715557617,1.9455074550275229,1.2306674934056003,1.431368793185773,1.4790272994073161,1.9400998450695763,2.331003939043228,1.5956443685019246,2.4743743754188317,1.2980711736246278,1.6001677223917903,1.3849665572468504,1.6137417969341081,0.886163470729762,1.1137214060327527,1.3617589283570832,2.0448473302741017,0.4879694834760854,1.0623722066453032,0.6947849067495574,0.7023438989009756,3.1267242604958465,3.869031084304802,2.006764387824935,0.6945516713862523,1.1807877088863505,1.5304859313029249,0.768530752171858,2.0825327058991294,0.9647127956215366
3.2311866855773665,1.6546204703377236,3.9647304938510923,3.6739054863433096,5.254440127931219,1.9203227214430645,0.8977284467400766,5.809669654448798,1.4998040265968842,1.570619251892805,2.7249435766749834,0.7643249351986128,1.4907098911580061,5.28595180603184,1.656299410175889,2.2900452748459683,4.109756691922785,1.5438937295046389,5.067923157950285,4.422389999306286,1.270287713323694,3.771965519924566,11.052352438394507,2.6706288481532883,2.0527469235406954,5.441928369099687,4.457192148084983,2.5428562228005562,3.4483624100841936,4.936767764327086,3.756783087652372,1.9102583644168423,2.7167732245809986,5.549698378150657,0.9075890201046471,5.129139563597874,1.7120761882578064,1.4414026081386506,1.2856893103615237,2.4409582655235016,3.5372184953418144,1.3770593756896055,1.4733677991996135,2.3478785195249414,2.705657946445805,6.297343458593256,5.524818631248018,1.2007396075778933,1.5455927424450582,3.6636634862249204,3.8182026048389215,2.3308608507992616,2.167278686792737,2.883730022995661,3.604472205844838,1.2840994326948039,1.4487382823848325,1.6850807702951227,1.3519037170172608,5.4422851616882255,5.043720559975311,3.0425595048571243,3.156591605089316,3.09938669013939,7.15646913744588,4.444324460879469,2.0549669505821275,1.0776921619095607,0.8615832353202861,2.1626231961744136,2.396734134834299,2.848912025288997,1.7700861933949459,2.5309796158265283,2.9007564117284677,3.98351009370068,4.665530947842743,3.8917974227849035,5.562095271039331,3.3256663274326823,2.470815160939695,2.5348837544618656,3.1245577293298354,1.8078699761894343,1.69959249262283,2.7613895611321433,4.985826093224542,1.230935190658303,1.4128788867361042,1.2220556218438619,1.1491816750088777,5.363686478339815,6.157693656064052,3.8650662364034365,1.0622606344975671,1.9172758508230863,2.6219248463583797,1.5967168177952262,2.950567230896075,1.5040276541298383
4.494407952752999,2.230466932270807,6.141614049429613,6.649809085750594,6.59922767045645,2.6987220056381993,1.0822040755896787,9.73001804791717,2.578074151965296,1.752571780301323,3.2735242650341703,1.0181131338035718,2.8601601784047057,7.075431569987099,2.2001194500395025,2.9687669272815813,7.991764253563613,2.4811670977155478,8.159322622779548,7.056210346152467,1.5105945080058536,5.873960342975203,15.840989889327087,4.067221093774841,2.6778088853986928,10.2783580111928,6.575900488742009,3.712900645964809,8.144099684234241,6.446959141825345,7.008124079474942,3.325873549379134,3.5325653936407555,9.350949016254559,1.1389955694483407,8.516035833423247,2.7310537741063823,2.158593986941438,2.1845499903116097,4.211307518362949,6.337031658321985,1.82629457552795,2.2097745430551265,2.9261115930202672,3.6148707875506787,11.68408026370841,7.566532637383932,1.4467235195776444,2.097529546826593,4.010424162818318,4.6569662976374975,2.934389636360207,3.1716364475441354,4.6750408822869565,4.800462594253369,2.300255582060748,1.9612114867701613,2.2697337977379672,1.5010418705737787,6.683770147326119,9.320722949200238,4.092062599376931,5.07731968457555,4.573995422500718,8.959772587184304,6.030296467013988,2.39988181511083,1.5468068654307532,1.1958295053796701,2.636293158922861,3.605175509497651,3.301742892720411,2.1931374121921285,3.821366328132251,5.232582946800934,10.82695258792059,6.223308599542273,5.425355026098698,13.259514853833561,4.342328137657946,3.4960407086265284,4.717550201978757,6.912031409247287,2.726003975355935,2.2369838760434466,4.3019039589608035,9.509461219956027,1.7065378697997708,1.9841441566456661,1.425091543845478,1.5436090803908984,6.745702863394287,8.022469783266985,5.4858059817306355,1.7225246293540883,2.9753865879324803,4.095018503591333,1.9298858619871027,4.267756184060101,2.0185964247177512
6.776135731108339,2.544076627614074,9.788854889058893,8.91830364473662,11.271379055349712,5.0436160164864425,1.2710218552862131,15.610676735262402,4.730039265141663,2.236213290887104,4.119766041926397,1.1902294942473073,4.025519118631729,10.687126516241898,2.7959451771331048,3.1766624899755205,11.64510009900937,3.4956499591219607,13.537989548883443,12.217373981361925,1.9883757374447057,7.07790548876376,23.928164969295825,7.333801148546359,3.4686752880448966,15.51360254438125,13.180460373872949,6.153517770105479,15.193734843484991,9.815859933638286,13.189713835319427,6.985693281129787,4.665096985340209,17.053120109994744,1.4720014372502255,15.956557121691606,6.947575243334158,3.3175556852253445,3.2079500936081704,5.312963919609377,8.10483111879472,2.271641320796159,3.31392500092109,4.022314859089892,4.263961889380015,26.56979658734051,10.640430094790295,1.6153861178712314,2.6561023846426792,5.3256028666232575,7.288146607288237,3.6568049219986642,4.359210026980834,5.855949255434586,6.707601030329826,3.0775345461390966,3.068917477171362,3.548311725453536,1.559445251920574,9.442836669213648,13.444337206312174,6.082337903600234,8.418442458373365,4.884073685355297,15.770578132136055,9.040799857905133,3.3933983615907426,2.150657290538012,2.153067172342361,3.9880788510427383,5.404573305149448,3.9494137174244113,3.178601517974611,6.233484252424959,8.133700270395167,18.5545776227163,9.155000687001936,9.940970264985495,23.961907250103067,7.566319502039268,4.271482359653849,11.56631786159664,10.414940149169636,4.229368513029606,3.7875181541310035,4.9759435528297535,11.941334125611153,1.8077006900769443,2.685646188470257,1.6432285308276913,2.6205872203306666,8.457082489535066,15.005951052202658,7.368961152068484,2.382803996875249,5.490635744719545,5.996024877319552,2.325608863060869,6.17759063970389,2.681273562222173
9.455196846827391,3.266041833010636,12.791044352206935,18.084762078837457,14.730306608319456,9.305003466723228,1.7745634351930164,38.65763917368422,7.611247357514555,3.7311590184579404,4.9640099550688985,1.615101440700308,8.82100601918847,19.07753633959232,3.9830550889692136,4.102664170906774,15.766316136335574,6.28328995596285,27.754090677579196,20.9055724349831,2.647166957637964,11.526554493858912,32.31676081863975,20.304503707770547,5.73249159346087,21.6589230930517,17.707656514830198,10.681110774821338,25.857331983731115,11.046934128622649,21.057154537942477,13.541319103946428,7.527476636955191,24.13323367461824,2.3918560166647738,26.030271184099878,11.540262644816607,4.542592909642272,4.6881895871886625,6.202469545763524,9.822213821636016,2.8316380520116944,4.4536889295637465,5.740444649561153,6.084406466631279,62.96084178395457,14.64716787779894,2.1364248748900314,3.854406357588873,6.594694182236233,10.983398266187507,4.313163336588389,5.5413256961591335,6.822281406118021,8.264542505617804,4.226796813448447,5.1997452268517534,6.568910079973461,1.6180603044511688,23.442496183341074,21.981708278657212,9.448762316414552,12.966153414147033,5.624723735427784,28.15082337947804,13.70315731331302,5.801130555888511,2.9180170322943697,3.5176784525377762,7.746655942476732,6.251741643048128,5.282293543616472,4.3235012196546085,7.789366709738356,12.142474114404468,37.22525324330212,13.543655382537274,16.568874615151515,35.36790389300736,14.892687645349973,6.951827697923736,27.970401415837735,17.103038493982602,7.949703783692752,5.0102743461801404,6.319159424576082,17.173248087885177,2.1508086945939464,5.284924684967106,2.0209586468218976,3.6117502643014063,10.720990191448967,27.49017715697974,10.778404551819573,3.1305169218358344,9.375604223564867,11.154930798585951,3.407921554755114,10.070974762833409,3.897089112572183
17.16202665169586,4.836827307200197,20.59787569053034,33.59787637451808,24.262830419024773,16.72053093531021,2.479336652549235,63.103767906144384,11.88914290749705,9.279437523593241,6.843264468387221,2.321756317849445,22.569173549900604,34.979887197195595,5.710920561474751,5.6050342122211525,21.169633349126123,14.635190617038898,50.28581933173976,32.41355674900763,4.104052827230505,17.736641477418836,65.89375584742817,39.08916331603288,9.149887995107754,28.113179222974892,31.003144813725143,24.91030018129123,32.212833275274846,12.335207652315939,27.389794224446977,20.71877136187824,14.094545100325464,47.58207040565237,3.168537556699081,53.20002724214249,20.19491863431155,6.195005369092639,8.8863298577382,8.242011010161303,12.6095786476759,3.645994857765547,9.074020666479722,9.324413202995455,10.009111183843007,129.466130144288,20.968462439280422,2.583995806715769,5.312628886747577,11.283635579292874,19.725710099320814,6.72020200624752,7.15248701551636,8.391865680441162,11.566938576117714,6.384733654543442,7.318499058072921,17.7338555973096,1.7509976466004193,36.35269197351041,42.19449278742624,19.569410259095925,19.414120951696507,8.673494819535552,38.627673017257585,24.528699951046477,7.282823604109417,5.302123540622939,4.651638277392131,12.476654281779114,9.062570285933528,6.039476351721857,6.019521923753555,9.328564391152778,25.43091549304609,79.44962740981552,17.16357774705657,38.25229676440448,56.43454446012919,22.869369564646057,12.91943410364364,63.05783736162739,26.249972105707258,9.786611372140287,6.339375666320123,8.724832513842877,22.282210174832557,2.9370928859205465,16.09983384663614,3.344043929793955,4.789346446930768,13.949823861300718,43.02418639842384,15.563267883099996,4.932888557886343,15.199335787475295,17.026352478685897,4.685959495667401,17.461637978086365,6.292966366789463
26.68294002280308,7.174087468355396,40.33122273153061,66.77520332908297,36.77014514852412,33.66592073584526,3.4801130454061098,106.05752325679227,19.89427609904703,18.298323292746012,11.457347278626521,3.4788252563472826,44.16214577783724,65.53590537802022,9.308232985645,8.672357359871853,27.74445051075458,26.244156657396918,87.57192417935217,46.48319633618665,5.787845274303958,21.716031424886747,108.52820944059621,59.17687935897287,15.244770851300544,34.325418098353154,61.93106639787304,41.69030735941589,43.0693831020087,15.786215844955777,30.297155509020715,30.303775413550266,22.31163239846128,89.793397333746,4.7142330829848405,92.49095061320746,44.54928511197778,9.359437514380378,16.758471664657865,12.739597110655023,21.568761346525946,6.262658631175718,10.397256009558138,13.535769985365766,13.558456266929145,168.5218038828008,26.38265116806544,3.30687735020293,6.963106974324867,14.778547562504182,40.8542039792399,13.07396492026627,16.486959607588254,10.373379105261908,14.801222086244753,10.653350277432072,10.319127399534956,31.090947642253706,1.9310740096213999,52.77722164378836,67.14492968352552,38.617546823582174,28.65863449898853,11.612376147507694,53.55282254073008,42.21640353808078,10.639960419218706,10.337675031822036,8.419014123949903,18.64712303611218,10.255551126276679,6.9828582449229035,8.674653451403113,15.62192879448067,43.176012423753974,107.26591952536208,19.754274676341073,50.61494175850372,74.29579630006725,37.37153505480219,16.682375828159678,130.38484878494023,49.73723268435161,17.91943416815437,8.633479243352744,11.366178995118663,29.12236055266667,4.471280970548078,28.70526537526799,3.9031758310168803,9.03349116182382,20.256439896123986,68.94332890362196,27.628940049091007,7.327474593257519,18.99029163480638,22.09484966497118,6.271197827875284,38.49340105886646,7.921156654677785
43.964417301914764,12.218186544142931,57.20712348301462,109.94334457413322,60.1191178772509,69.1995013734286,6.2573906249676785,176.22539325994717,26.165456826358948,33.54024464876234,23.88922452863339,4.766145939099945,80.87426876313346,139.37125342661824,18.45165338305295,14.192763374417922,36.746035894769875,45.11243078249226,135.88039511324848,66.08134986288017,8.005040034129456,36.32415808869538,135.89269749998115,96.57486932459878,25.479963050805488,45.43811045399645,94.1585856486571,56.89060068776182,61.65760346694631,22.23852090100248,32.02149405072398,43.196522099867025,29.48184100078828,144.15028172912116,9.892962895173675,130.63915429989527,83.50904163105534,15.690717007582752,23.180445538487213,22.688765691185274,35.10643415293766,9.600286686118507,12.382030112912805,17.10326900113202,19.958690884589505,194.40142233812352,38.356366344342604,3.9362669621295874,9.742749695069568,21.86679670372174,53.09213516072069,19.5689722611586,28.709563150554565,11.232821619920216,19.94860212011545,15.709571515290355,14.556492493652042,47.87957599662839,2.2681145654932413,78.98844974044512,100.84866035821689,84.32556387220085,34.51534032894801,15.965571665235494,151.5889069473237,56.658834609508276,16.097299912875997,15.803112015031234,11.6969040043488,29.859302874718402,15.205491770304441,8.532697637177606,11.867141433458258,30.06968014671147,68.37464434391046,151.78908962109656,28.428432439683434,57.35279333444383,107.15440617450841,61.00942346240356,23.21198267223261,227.9602512962512,64.3030014061068,26.458265132204776,12.242268843864833,20.717251960522063,35.43223738569937,8.114785274303614,41.82682922111308,4.8788783254299775,12.895468592462164,26.778643525919698,88.13677037951987,63.70549232829845,9.062259383811583,29.287058858787148,45.864162171013305,11.117651025561539,75.79621009654241,12.327249076362016
76.34566573893568,26.108360524912325,80.24030434658034,177.89493852413378,84.5799012139936,96.20472789779264,8.286926125068696,252.38111364792957,33.90644418910918,64.6538449197303,41.40549221711468,6.919985249363652,142.64943383122304,221.63320239067383,25.615544370537506,25.622522043118742,54.97966810614254,79.50989427284256,173.03054671582174,106.75577891834469,14.102791902001892,53.18906503380025,187.49639256072285,206.8840895070759,51.522147557733604,55.093391487338316,123.96932351344876,83.52627020122416,102.58084627668835,31.058887416345883,36.50501454122083,53.084133433217644,46.23516201639635,195.60680432976875,20.08043934140406,183.5754918494842,122.82337530119716,25.097849056718495,31.665508290750694,31.141282882641214,54.171048362905495,15.846912418961727,17.182104388078844,25.02125637947959,28.582213036234755,241.31213110926507,62.61439982144118,5.234228270060689,13.247829197953196,30.618669273869383,71.69433322971646,28.1594647793208,45.943007394889335,12.720861214595892,29.067998259685886,20.534519747507716,24.96748579128063,68.85568203219789,2.789261113369702,145.90961099728173,151.0429477356751,139.64174958353303,55.53283997863974,20.35418941924099,319.08472166889004,83.2297591306784,25.96421290753741,26.617912391373284,20.83993432075146,51.56244395194038,22.236385647066662,14.10204499387656,17.192306845406453,46.06810472571877,100.45655177851648,185.51133085286733,42.29649162664383,73.89542459235967,205.36460147157493,76.46083173464763,31.882929138540746,343.41526093293714,90.33229878437055,33.884643327249776,16.985119618527126,37.18224127805608,47.468707958671416,14.103940902122249,62.612937447167866,7.309579864227974,17.660538290852386,33.67408608799201,112.42936806536422,95.59028029630113,10.616642729168785,49.869065847234324,65.85534122173411,16.407055016520783,121.83047936358707,23.175103657682644
